RID,NCBI_GeneID,NCBI_Symbol,count,rank,Group,Specimen,Probe,Antibody_Test,Allele,Anchor_Gene,Marker_Gene,Mouse_Strain
Q-46K4,11827,Aqp2,25,1,Chaise,25,25,0,0,0,0,0
Q-4E10,18999,Pou5f1,25,2,SSR,25,25,0,25,0,0,0
Q-5CPA,68567,Cgref1,25,3,Dataset,25,25,0,0,0,25,0
Q-3QNP,2297,FOXD1,24,4,Chaise,24,24,24,0,0,0,0
Q-46B4,11622,Ahr,24,5,SSR,24,24,0,0,0,0,0
Q-46QR,11931,Atp1b1,24,6,Dataset,24,24,0,0,0,0,0
Q-4858,13074,Cyp17a1,24,7,Chaise,24,24,0,0,0,0,0
Q-48D6,13345,Twist2,24,8,SSR,24,24,0,0,0,0,0
Q-48K0,13496,Arid3a,24,9,Dataset,24,24,0,0,0,0,0
Q-496G,14165,Fgf10,24,10,Chaise,24,24,0,0,0,0,0
Q-49NT,14585,Gfra1,24,11,SSR,24,24,0,0,0,0,0
Q-4A3T,14933,Gk,24,12,Dataset,24,24,0,0,0,24,0
Q-4ASW,15903,Id3,24,13,Chaise,24,24,0,24,0,0,24
Q-4C2A,17121,Mxd3,24,14,SSR,24,24,0,0,0,0,0
Q-4D6E,18213,Ntrk3,24,15,Dataset,24,24,0,0,0,0,0
Q-4FFG,20238,Atxn1,24,16,Chaise,24,24,0,0,0,0,0
Q-4FKC,20322,Sord,24,17,SSR,24,24,0,0,24,24,0
Q-4H72,21410,Hnf1b,24,18,Dataset,24,24,0,0,0,0,0
Q-4H7P,21419,Tfap2b,24,19,Chaise,24,24,0,0,0,0,0
Q-4J8T,22419,Wnt5b,24,20,SSR,24,24,0,0,0,0,0
Q-4XZJ,54419,Cldn6,24,21,Dataset,24,24,0,0,0,0,0
Q-4Y0T,54446,Nfat5,24,22,Chaise,24,24,0,0,0,0,0
Q-508M,55990,Fmo2,24,23,SSR,24,24,0,0,24,24,0
Q-5G2T,71664,Mettl7b,24,24,Dataset,24,24,0,0,24,24,0
Q-5Z04,94224,Srd5a2,24,25,Chaise,24,24,0,24,0,0,24
Q-61RY,104099,Itga9,24,26,SSR,24,24,0,0,0,0,0
Q-64SY,109019,Nabp1,24,27,Dataset,24,24,0,0,0,0,0
Q-6KZC,218772,Rarb,24,28,Chaise,24,24,0,0,0,0,0
Q-6XG2,272322,Arntl2,24,29,SSR,24,24,0,0,0,0,0
Q-3NGJ,999,CDH1,22,30,Dataset,22,22,22,0,0,0,0
Q-3ZZP,7369,UMOD,22,31,Chaise,22,22,0,0,0,0,0
Q-4F3M,19737,Rgs5,22,32,SSR,22,22,0,0,0,0,0
Q-4FW6,20508,Slc18a3,22,33,Dataset,22,22,0,0,0,0,0
Q-5BQA,67758,Aadac,22,34,Chaise,22,22,0,0,0,22,0
Q-6A2Y,114142,Foxp2,22,35,SSR,22,22,0,0,0,0,0
Q-46Z6,12159,Bmp4,21,36,Dataset,21,21,0,0,0,0,0
Q-494G,14115,Fbln2,21,37,Chaise,21,21,0,0,0,0,0
Q-4ASR,15901,Id1,21,38,SSR,21,21,0,0,0,0,0
Q-4AST,15902,Id2,21,39,Dataset,21,21,0,0,0,0,0
Q-4BGR,16590,Kit,21,40,Chaise,21,21,0,0,0,0,0
Q-4BTG,16848,Lfng,21,41,SSR,21,21,0,21,0,0,21
Q-4C9Y,17285,Meox1,21,42,Dataset,21,21,0,21,0,0,21
Q-4CJ4,17702,Msx2,21,43,Chaise,21,21,0,0,0,0,0
Q-4G3M,20680,Sox7,21,44,SSR,21,21,0,0,0,0,0
Q-4H7R,21420,Tfap2c,21,45,Dataset,21,21,0,0,0,0,0
Q-53GY,60596,Gucy1a1,21,46,Chaise,21,21,0,0,0,0,0
Q-599E,66042,Sostdc1,21,47,SSR,21,21,0,0,0,0,0
Q-5E8M,70008,Ace2,21,48,Dataset,21,21,0,0,0,0,0
Q-5YGP,93735,Wnt16,21,49,Chaise,21,21,0,0,0,0,0
Q-66D8,110310,Krt7,21,50,SSR,21,21,0,0,0,0,0
Q-70ZE,320432,9230110F11Rik,21,51,Dataset,21,21,0,0,0,21,0
Q-3T8P,3875,KRT18,20,52,Chaise,20,0,20,0,0,0,0
Q-3W6R,5159,PDGFRB,20,53,SSR,20,20,20,0,0,0,0
Q-41KP,8626,TP63,20,54,Dataset,20,0,0,0,0,0,0
Q-48TR,13797,Emx2,20,55,Chaise,20,20,0,0,0,0,0
Q-4AWR,16008,Igfbp2,20,56,SSR,20,20,0,0,0,0,0
Q-4BTM,16852,Lgals1,20,57,Dataset,20,20,0,0,0,20,0
Q-4CBC,17319,Mif,20,58,Chaise,20,20,0,0,0,0,0
Q-4D6G,18214,Ddr2,20,59,SSR,20,20,0,0,0,0,0
Q-4DMM,18612,Etv4,20,60,Dataset,20,20,0,0,0,0,0
Q-4G0J,20613,Snai1,20,61,Chaise,20,20,0,0,0,0,0
Q-4H7Y,21425,Tfeb,20,62,SSR,20,20,0,0,0,0,0
Q-4M5E,23871,Ets1,20,63,Dataset,20,20,0,0,0,0,0
Q-4MCA,24058,Sigirr,20,64,Chaise,20,20,0,0,0,20,0
Q-583E,63873,Trpv4,20,65,SSR,20,20,0,20,0,0,20
Q-5G0C,71733,Susd2,20,66,Dataset,20,20,0,0,0,20,0
Q-6J8E,209195,Clic6,20,67,Chaise,20,20,0,0,0,20,0
Q-6K2R,214575,Tdrd5,20,68,SSR,20,20,0,0,20,0,0
Q-3QBE,2118,ETV4,18,69,Dataset,18,18,0,0,0,0,0
Q-3YGA,6519,SLC3A1,18,70,Chaise,18,18,0,0,0,0,0
Q-46FW,11799,Birc5,18,71,SSR,18,18,18,0,0,0,0
Q-46MG,11848,Rhoa,18,72,Dataset,18,18,0,0,0,0,0
Q-4724,12261,C1qbp,18,73,Chaise,18,18,0,0,0,0,0
Q-47C6,12484,Cd24a,18,74,SSR,18,18,0,0,0,0,0
Q-47YR,12931,Crlf1,18,75,Dataset,18,18,0,0,0,0,0
Q-489J,13179,Dcn,18,76,Chaise,18,18,0,0,0,0,0
Q-48RG,13661,Ehf,18,77,SSR,18,18,0,0,0,0,0
Q-491G,14048,Eya1,18,78,Dataset,18,18,0,0,0,18,0
Q-494M,14119,Fbn2,18,79,Chaise,18,18,0,0,0,0,0
Q-49E4,14357,Dtx1,18,80,SSR,18,18,0,0,0,0,0
Q-4A0M,14815,Nr3c1,18,81,Dataset,18,18,0,0,0,0,0
Q-4AJT,15426,Hoxc8,18,82,Chaise,18,18,0,0,0,0,0
Q-4B6T,16373,Irx3,18,83,SSR,18,18,0,18,0,0,18
Q-4BHA,16599,Klf3,18,84,Dataset,18,18,0,18,0,0,18
Q-4C9E,17263,Meg3,18,85,Chaise,18,18,0,0,0,0,0
Q-4CA0,17286,Meox2,18,86,SSR,18,18,0,0,0,0,0
Q-4D20,18109,Mycn,18,87,Dataset,18,18,0,0,0,0,0
Q-4DSC,18744,Pja1,18,88,Chaise,18,18,0,0,0,0,0
Q-4E0J,18991,Pou3f1,18,89,SSR,18,18,0,0,0,0,0
Q-4EJG,19411,Rarg,18,90,Dataset,18,18,0,0,0,0,0
Q-4FVM,20497,Slc12a3,18,91,Chaise,18,18,18,18,0,0,18
Q-4G3A,20674,Sox2,18,92,SSR,18,18,0,0,0,0,0
Q-4H3W,21333,Tac1,18,93,Dataset,18,18,0,0,0,0,0
Q-4H62,21385,Tbx2,18,94,Chaise,18,18,0,0,0,0,0
Q-4H7C,21415,Tcf7l1,18,95,SSR,18,18,0,0,0,0,0
Q-4HKP,21917,Tmpo,18,96,Dataset,18,18,0,0,0,0,0
Q-4J8M,22416,Wnt3a,18,97,Chaise,18,18,0,0,0,0,0
Q-4N9G,26379,Esrra,18,98,SSR,18,18,0,0,0,0,0
Q-4NX8,26927,Foxl2,18,99,Dataset,18,18,0,18,0,0,18
Q-4SSW,30937,Lmcd1,18,100,Chaise,18,18,0,0,0,0,0
Q-4TJW,51176,LEF1,18,101,SSR,18,18,18,0,0,0,0
Q-4YD4,54710,Hs3st3b1,18,102,Dataset,18,18,0,0,0,0,0
Q-50VJ,56379,Kcnj1,18,103,Chaise,18,18,0,0,0,18,0
Q-5380,59036,Dact1,18,104,SSR,18,18,0,0,0,18,0
Q-5952,65255,Asb4,18,105,Dataset,18,18,0,0,0,0,0
Q-5EC8,70127,Dpf3,18,106,Chaise,18,18,0,0,0,0,0
Q-5K2G,74176,Tgm5,18,107,SSR,18,18,0,0,0,18,0
Q-5K42,74202,Fblim1,18,108,Dataset,18,18,0,0,0,0,0
Q-5K9A,74318,Hopx,18,109,Chaise,18,18,0,0,0,0,0
Q-5YHJ,93762,Smarca5,18,110,SSR,18,18,0,0,0,0,0
Q-674M,110829,Lims1,18,111,Dataset,18,18,0,0,0,0,0
Q-6BX0,118449,Synpo2,18,112,Chaise,18,18,0,0,0,18,0
Q-6NSJ,228942,Cbln4,18,113,SSR,18,18,0,0,0,0,0
Q-6XQ0,280411,Lix1l,18,114,Dataset,18,18,0,0,0,18,0
Q-3M46,182,JAG1,17,115,Chaise,17,17,17,0,0,0,0
Q-60EC,99982,Kdm1a,17,116,SSR,17,17,0,0,0,0,0
Q-3R50,2625,GATA3,16,117,Dataset,16,16,0,0,0,0,0
Q-465E,11464,Actc1,16,118,Chaise,16,16,0,0,0,0,0
Q-47TR,12832,Col5a2,16,119,SSR,16,16,0,0,0,0,0
Q-48GE,13433,Dnmt1,16,120,Dataset,16,16,16,16,0,0,0
Q-48KR,13511,Dsg2,16,121,Chaise,16,16,0,0,0,0,0
Q-4ACC,15213,Hey1,16,122,SSR,16,16,0,0,0,0,0
Q-4BVM,16872,Lhx4,16,123,Dataset,16,16,0,0,0,0,0
Q-4BX8,16918,Mycl,16,124,Chaise,16,16,0,0,0,0,0
Q-4CB6,17313,Mgp,16,125,SSR,16,16,0,0,0,0,0
Q-4CQC,17859,Mxi1,16,126,Dataset,16,16,0,0,0,0,0
Q-4D3A,18140,Uhrf1,16,127,Chaise,16,16,0,0,0,0,0
Q-4DYJ,18933,Prrx1,16,128,SSR,16,16,0,0,0,0,0
Q-4F2A,19708,Dpf2,16,129,Dataset,16,16,0,0,0,0,0
Q-4FK2,20317,Serpinf1,16,130,Chaise,16,16,0,0,0,0,0
Q-4FP0,20378,Frzb,16,131,SSR,16,16,0,0,0,0,0
Q-4FTT,20476,Six6,16,132,Dataset,16,16,0,0,0,0,0
Q-4G4E,20692,Sparc,16,133,Chaise,16,16,0,0,0,0,0
Q-4H7J,21417,Zeb1,16,134,SSR,16,16,0,0,0,0,0
Q-4SAA,29817,Igfbp7,16,135,Dataset,16,16,0,0,0,0,0
Q-59QA,66333,Aqp11,16,136,Chaise,16,16,0,0,16,0,0
Q-625C,104457,0610010K14Rik,16,137,SSR,16,16,0,0,0,0,0
Q-69QT,112417,Ugt2b37,16,138,Dataset,16,16,0,0,16,16,0
Q-6J9T,209446,Tfe3,16,139,Chaise,16,16,0,0,0,0,0
Q-6K3Y,214779,Zfp879,16,140,SSR,16,16,0,0,0,0,0
Q-6QNM,237759,Col23a1,16,141,Dataset,16,16,0,0,0,16,0
Q-3X14,5625,PRODH,15,142,Chaise,15,15,0,0,0,0,0
Q-467Y,11522,Adh1,15,143,SSR,15,15,0,0,0,0,0
Q-48PW,13619,Phc1,15,144,Dataset,15,15,0,0,0,0,0
Q-48QJ,13641,Efnb1,15,145,Chaise,15,15,0,0,0,0,0
Q-48Z8,13982,Esr1,15,146,SSR,15,15,0,0,0,0,0
Q-49EP,14369,Fzd7,15,147,Dataset,15,15,0,0,0,0,0
Q-4A4M,14961,H2-Ab1,15,148,Chaise,15,15,0,0,0,0,0
Q-4CSR,17919,Myo5b,15,149,SSR,15,15,0,0,0,0,0
Q-4DS8,18741,Pitx2,15,150,Dataset,15,15,0,0,0,0,0
Q-4FMG,20347,Sema3b,15,151,Chaise,15,15,0,15,0,0,15
Q-4FMJ,20348,Sema3c,15,152,SSR,15,15,0,0,0,0,0
Q-4FNW,20375,Spi1,15,153,Dataset,15,15,0,0,0,0,0
Q-4G0R,20616,Snap91,15,154,Chaise,15,15,0,0,0,0,0
Q-4G36,20672,Sox18,15,155,SSR,15,15,0,15,0,0,15
Q-4J4W,22337,Vdr,15,156,Dataset,15,15,0,0,0,15,0
Q-4MEY,24131,Ldb3,15,157,Chaise,15,15,0,0,0,0,0
Q-4NHW,26564,Ror2,15,158,SSR,15,15,0,0,0,0,0
Q-4SA0,29811,Ndrg2,15,159,Dataset,15,15,0,0,0,0,0
Q-4WYG,53318,Pdlim3,15,160,Chaise,15,15,0,0,0,0,0
Q-4Y2C,54474,KRT20,15,161,SSR,15,0,0,0,0,0,0
Q-5062,55938,Apom,15,162,Dataset,15,15,0,0,0,15,0
Q-5C20,68010,Bambi,15,163,Chaise,15,15,0,0,0,0,0
Q-5DC8,69257,Elf2,15,164,SSR,15,15,0,0,0,0,0
Q-5FDE,71093,Atoh8,15,165,Dataset,15,15,0,0,0,0,0
Q-5G2P,71660,Rarres2,15,166,Chaise,15,15,0,0,0,0,0
Q-3TDA,3975,LHX1,14,167,SSR,14,14,0,0,0,0,0
Q-474M,12309,S100g,14,168,Dataset,14,14,0,0,0,0,0
Q-4764,12338,Capn6,14,169,Chaise,14,14,0,0,0,0,0
Q-47CA,12488,Cd2ap,14,170,SSR,14,14,0,0,0,0,0
Q-47P8,12741,Cldn5,14,171,Dataset,14,14,0,0,0,0,0
Q-47T6,12823,Col19a1,14,172,Chaise,14,14,0,0,0,0,0
Q-48GP,13436,Dnmt3b,14,173,SSR,14,14,14,0,0,0,0
Q-48VE,13809,Enpep,14,174,Dataset,14,14,0,0,0,0,0
Q-490E,14013,Mecom,14,175,Chaise,14,14,0,0,0,0,0
Q-49M0,14537,Gcnt1,14,176,SSR,14,14,0,0,0,0,0
Q-49NY,14587,Gfra3,14,177,Dataset,14,14,0,14,0,0,14
Q-4ARM,15572,Elavl4,14,178,Chaise,14,14,0,0,0,0,0
Q-4BNP,16687,Krt6a,14,179,SSR,14,14,0,0,0,0,0
Q-4BR0,16775,Lama4,14,180,Dataset,14,14,0,0,0,0,0
Q-4C4A,17156,Man1a2,14,181,Chaise,14,14,0,0,0,0,0
Q-4C52,17172,Ascl1,14,182,SSR,14,14,0,0,0,0,0
Q-4CT6,17928,Myog,14,183,Dataset,14,14,0,0,0,0,0
Q-4CYT,18028,Nfib,14,184,Chaise,14,14,0,0,0,0,0
Q-4DMT,18616,Peg3,14,185,SSR,14,14,0,0,0,0,0
Q-4F08,19659,Rbp1,14,186,Dataset,14,14,0,0,0,0,0
Q-4FKW,20338,Sel1l,14,187,Chaise,14,14,0,0,0,0,0
Q-4HF2,21808,Tgfb2,14,188,SSR,14,14,0,0,0,0,0
Q-4HF8,21812,Tgfbr1,14,189,Dataset,14,14,0,0,0,0,0
Q-4M9G,23967,Osr1,14,190,Chaise,14,14,0,0,0,0,0
Q-50V8,56373,Cpb2,14,191,SSR,14,14,0,0,0,0,0
Q-584P,63913,Fam129a,14,192,Dataset,14,14,0,0,14,0,0
Q-5AE4,66854,Trim35,14,193,Chaise,14,14,0,0,0,0,0
Q-5AW2,67155,Smarca2,14,194,SSR,14,14,0,0,0,0,0
Q-5CT2,68705,Gtf2f2,14,195,Dataset,14,14,0,0,0,0,0
Q-5F0G,70779,Prdm5,14,196,Chaise,14,14,0,0,0,0,0
Q-5F56,70891,Spdya,14,197,SSR,14,14,0,0,0,0,0
Q-5FCT,71083,Dmrtc1c1,14,198,Dataset,14,14,0,0,0,0,0
Q-5G9M,71827,Lrrc34,14,199,Chaise,14,14,0,0,0,0,0
Q-5GQC,72148,Tdrp,14,200,SSR,14,14,0,0,0,0,0
Q-5PB4,76871,4930422N03Rik,14,201,Dataset,14,14,0,0,0,0,0
Q-5ZW6,98053,Gtf2f1,14,202,Chaise,14,14,0,0,0,0,0
Q-601J,98496,Pid1,14,203,SSR,14,14,0,0,0,14,0
Q-637A,107513,Ssr1,14,204,Dataset,14,14,0,0,0,0,0
Q-67B4,110958,M1ap,14,205,Chaise,14,14,0,0,0,0,0
Q-6Q02,233908,Fus,14,206,SSR,14,14,0,0,0,0,0
Q-72R8,331063,Gsdmc2,14,207,Dataset,14,14,0,0,0,0,0
Q-75V2,380684,Nefh,14,208,Chaise,14,14,0,0,0,0,0
Q-3T8C,3860,KRT13,13,209,SSR,13,0,13,0,0,0,0
Q-3Y44,6299,SALL1,13,210,Dataset,13,13,0,0,0,0,0
Q-3S6Y,3217,HOXB7,12,211,Chaise,12,12,0,0,0,0,0
Q-3XA6,5788,PTPRC,12,212,SSR,12,0,12,0,0,0,0
Q-463W,11421,Ace,12,213,Dataset,12,12,0,0,12,0,0
Q-46KM,11835,Ar,12,214,Chaise,12,12,12,0,0,0,0
Q-46QC,11922,Neurod6,12,215,SSR,12,12,0,0,0,0,0
Q-46YJ,12142,Prdm1,12,216,Dataset,12,12,0,0,0,0,0
Q-4720,12259,C1qa,12,217,Chaise,12,12,0,0,0,0,0
Q-47P4,12739,Cldn3,12,218,SSR,12,12,0,0,0,0,0
Q-47R4,12785,Cnbp,12,219,Dataset,12,12,0,0,0,0,0
Q-4844,13047,Cux1,12,220,Chaise,12,12,0,0,0,0,0
Q-48ER,13390,Dlx1,12,221,SSR,12,12,0,0,0,0,0
Q-48N0,13557,E2f3,12,222,Dataset,12,12,0,0,0,0,0
Q-48N4,13560,E4f1,12,223,Chaise,12,12,0,0,0,0,0
Q-499P,14234,Foxc2,12,224,SSR,12,12,0,0,0,0,0
Q-49CY,14313,Fst,12,225,Dataset,12,12,0,0,0,0,0
Q-49J6,14456,Gas6,12,226,Chaise,12,12,0,0,0,0,0
Q-4A8P,15132,Hbb-bh1,12,227,SSR,12,12,0,0,0,0,0
Q-4A8T,15135,Hbb-y,12,228,Dataset,12,12,0,0,0,0,0
Q-4ADC,15242,Hhex,12,229,Chaise,12,12,0,0,0,0,0
Q-4BDR,16525,Kcnk1,12,230,SSR,12,12,0,0,0,0,0
Q-4BEC,16534,Kcnn4,12,231,Dataset,12,12,0,0,0,0,0
Q-4BEP,16541,Napsa,12,232,Chaise,12,12,0,0,12,12,0
Q-4BVR,16874,Lhx6,12,233,SSR,12,12,0,0,0,0,0
Q-4C2G,17125,Smad1,12,234,Dataset,12,12,0,0,0,0,0
Q-4C2Y,17132,Maf,12,235,Chaise,12,12,0,0,0,0,0
Q-4C8C,17242,Mdk,12,236,SSR,12,12,0,0,0,0,0
Q-4CR6,17878,Myf6,12,237,Dataset,12,12,0,0,0,0,0
Q-4CT4,17927,Myod1,12,238,Chaise,12,12,0,0,0,0,0
Q-4CY8,18019,Nfatc2,12,239,SSR,12,12,0,0,0,0,0
Q-4CYM,18024,Nfe2l2,12,240,Dataset,12,12,0,0,0,0,0
Q-4D0E,18074,Nid2,12,241,Chaise,12,12,0,0,0,0,0
Q-4DE6,18436,P2rx1,12,242,SSR,12,12,0,0,0,0,0
Q-4DG0,18504,Pax2,12,243,Dataset,12,12,12,0,0,0,0
Q-4DN2,18624,Pepd,12,244,Chaise,12,12,0,0,0,0,0
Q-4DPC,18654,Pgf,12,245,SSR,12,12,0,0,0,0,0
Q-4ECW,19277,Ptpro,12,246,Dataset,12,12,0,0,0,0,0
Q-4F1R,19697,Rela,12,247,Chaise,12,12,12,0,0,0,0
Q-4FF6,20230,Satb1,12,248,SSR,12,12,0,0,0,0,0
Q-4FT6,20464,Sim1,12,249,Dataset,12,12,0,12,0,0,12
Q-4FVG,20496,Slc12a2,12,250,Chaise,12,12,0,0,0,0,0
Q-4FYM,20563,Slit2,12,251,SSR,12,12,0,0,0,0,0
Q-4G34,20671,Sox17,12,252,Dataset,12,12,0,0,0,0,0
Q-4GB0,20855,Stc1,12,253,Chaise,12,12,0,0,0,0,0
Q-4GC8,20890,Wnt8a,12,254,SSR,12,12,0,0,0,0,0
Q-4GEJ,20957,Sycp1,12,255,Dataset,12,12,0,0,0,0,0
Q-4HEY,21807,Tsc22d1,12,256,Chaise,12,12,0,0,0,0,0
Q-4HG0,21824,Thbd,12,257,SSR,12,12,0,0,0,0,0
Q-4HG4,21826,Thbs2,12,258,Dataset,12,12,0,0,0,0,0
Q-4HJP,21888,Tle4,12,259,Chaise,12,12,0,0,0,0,0
Q-4HQ8,22004,Tpm2,12,260,SSR,12,12,0,0,0,12,0
Q-4HSM,22064,Trpc2,12,261,Dataset,12,12,0,0,0,0,0
Q-4HX8,22160,Twist1,12,262,Chaise,12,12,0,0,0,0,0
Q-4J26,22278,Usf1,12,263,SSR,12,12,0,0,0,0,0
Q-4J8J,22415,Wnt3,12,264,Dataset,12,12,0,0,0,0,0
Q-4JEJ,22717,Zfp59,12,265,Chaise,12,12,0,0,0,0,0
Q-4JFR,22764,Zfx,12,266,SSR,12,12,0,0,0,0,0
Q-4M2J,23794,Adamts5,12,267,Dataset,12,12,0,0,0,0,0
Q-4SMR,30056,Timm9,12,268,Chaise,12,12,0,0,0,0,0
Q-4SQJ,30841,Kdm2b,12,269,SSR,12,12,0,0,0,0,0
Q-4XXG,54371,Chst2,12,270,Dataset,12,12,0,0,0,0,0
Q-4YDW,54725,Cadm1,12,271,Chaise,12,12,0,0,0,0,0
Q-50HJ,56184,Msgn1,12,272,SSR,12,12,0,0,0,0,0
Q-50YR,56453,Mbtps1,12,273,Dataset,12,12,0,0,0,0,0
Q-51BJ,56787,Ascl3,12,274,Chaise,12,12,0,0,0,0,0
Q-52RW,57816,Tesc,12,275,SSR,12,12,0,0,0,12,0
Q-59D2,66116,Nat8f1,12,276,Dataset,12,12,0,0,12,0,0
Q-59KT,66258,Mrps17,12,277,Chaise,12,12,0,0,0,0,0
Q-5B74,67405,Nts,12,278,SSR,12,12,0,0,0,0,0
Q-5CYA,68837,Foxk2,12,279,Dataset,12,12,0,0,0,0,0
Q-5KK8,74548,Gsdmc4,12,280,Chaise,12,12,0,0,12,0,0
Q-5NXJ,76453,Prss23,12,281,SSR,12,12,0,0,0,0,0
Q-5R1T,78365,Lhx1os,12,282,Dataset,12,12,0,0,0,0,0
Q-5S3T,79362,Bhlhe41,12,283,Chaise,12,12,0,0,0,0,0
Q-5TCC,80732,Mynn,12,284,SSR,12,12,0,0,0,0,0
Q-5TGM,80857,Fgf20,12,285,Dataset,12,12,0,0,0,0,0
Q-5THW,80890,Trim2,12,286,Chaise,12,12,0,0,0,0,0
Q-5YYP,94179,Krt23,12,287,SSR,12,12,0,0,0,0,0
Q-631J,107250,Kazald1,12,288,Dataset,12,12,0,0,0,0,0
Q-634M,107449,Unc5b,12,289,Chaise,12,12,0,0,0,0,0
Q-63PR,108052,Slc14a1,12,290,SSR,12,12,0,0,0,0,0
Q-679W,110935,Atp6v1b1,12,291,Dataset,12,12,12,0,0,0,0
Q-6AM8,114715,Spred1,12,292,Chaise,12,12,0,0,0,0,0
Q-6G7J,170439,Elovl6,12,293,SSR,12,12,0,0,0,0,0
Q-6GGT,170791,Rbm39,12,294,Dataset,12,12,0,0,0,0,0
Q-6J9J,209378,Itih5,12,295,Chaise,12,12,0,0,0,0,0
Q-6JPM,212391,Lcor,12,296,SSR,12,12,0,0,0,0,0
Q-6JRE,212712,Satb2,12,297,Dataset,12,12,0,0,0,0,0
Q-6KA6,215929,Mfsd4b1,12,298,Chaise,12,12,0,0,12,0,0
Q-6KCY,216285,Alx1,12,299,SSR,12,12,0,0,0,0,0
Q-6KNY,217333,Trim47,12,300,Dataset,12,12,0,0,0,0,0
Q-6P4Y,230700,Foxj3,12,301,Chaise,12,12,0,0,0,0,0
Q-6PW8,233406,Prc1,12,302,SSR,12,12,0,0,0,0,0
Q-7070,319776,Tmem72,12,303,Dataset,12,12,0,0,0,12,0
Q-718W,320685,Dctd,12,304,Chaise,12,12,0,0,0,0,0
Q-3S40,3170,FOXA2,11,305,SSR,11,0,0,0,0,0,0
Q-4ARC,15568,Elavl1,11,306,Dataset,11,11,0,0,0,0,0
Q-5K8A,74297,Ccdc182,11,307,Chaise,11,11,0,0,0,0,0
Q-3YJT,6559,SLC12A3,10,308,SSR,10,10,10,0,0,0,0
Q-466R,11492,Adam19,10,309,Dataset,10,10,0,0,0,0,0
Q-46CC,11655,Alas1,10,310,Chaise,10,10,0,0,0,0,0
Q-46YT,12151,Bmi1,10,311,SSR,10,10,0,0,0,0,0
Q-477T,12373,Casq2,10,312,Dataset,10,10,0,0,0,0,0
Q-488T,13164,Dazl,10,313,Chaise,10,10,0,0,0,0,0
Q-48F2,13395,Dlx5,10,314,SSR,10,10,0,0,0,0,0
Q-48QM,13642,Efnb2,10,315,Dataset,10,10,0,0,0,0,0
Q-48WT,13844,Ephb2,10,316,Chaise,10,10,0,0,0,0,0
Q-48X0,13848,Ephb6,10,317,SSR,10,10,0,0,0,0,0
Q-498E,14200,Fhl2,10,318,Dataset,10,10,0,0,0,0,0
Q-49GR,14412,Slc6a13,10,319,Chaise,10,10,0,0,0,10,0
Q-4AC2,15207,Hes3,10,320,SSR,10,10,0,0,0,0,0
Q-4AC4,15208,Hes5,10,321,Dataset,10,10,0,10,0,0,10
Q-4AHM,15402,Hoxa5,10,322,Chaise,10,10,0,0,0,0,0
Q-4AK4,15432,Hoxd12,10,323,SSR,10,10,0,0,0,0,0
Q-4BY6,16973,Lrp5,10,324,Dataset,10,10,0,0,0,0,0
Q-4C62,17191,Mbd2,10,325,Chaise,10,10,0,0,0,0,0
Q-4CA8,17292,Mesp1,10,326,SSR,10,10,0,0,0,0,0
Q-4CAA,17293,Mesp2,10,327,Dataset,10,10,0,0,0,0,0
Q-4CBP,17341,Bhlha15,10,328,Chaise,10,10,0,0,0,0,0
Q-4CQP,17869,Myc,10,329,SSR,10,10,0,0,0,0,0
Q-4CWA,17977,Ncoa1,10,330,Dataset,10,10,0,0,0,0,0
Q-4DD6,18412,Sqstm1,10,331,Chaise,10,10,0,0,0,0,0
Q-4DGE,18511,Pax9,10,332,SSR,10,10,0,0,0,0,0
Q-4DGG,18514,Pbx1,10,333,Dataset,10,10,0,0,0,0,0
Q-4DGJ,18515,Pbx2,10,334,Chaise,10,10,0,0,0,0,0
Q-4DY6,18846,Plxna3,10,335,SSR,10,10,0,0,0,0,0
Q-4FNY,20377,Sfrp1,10,336,Dataset,10,10,0,0,0,0,0
Q-4FRC,20429,Shox2,10,337,Chaise,10,10,0,0,0,0,0
Q-4FTG,20471,Six1,10,338,SSR,10,10,10,0,0,0,0
Q-4GAJ,20848,Stat3,10,339,Dataset,10,10,0,0,0,0,0
Q-4GAR,20851,Stat5b,10,340,Chaise,10,10,0,0,0,0,0
Q-4GF2,20971,Sdc4,10,341,SSR,10,10,0,0,0,0,0
Q-4HQP,22025,Nr2c1,10,342,Dataset,10,10,0,0,0,0,0
Q-4HQY,22029,Traf1,10,343,Chaise,10,10,0,0,0,0,0
Q-4HSA,22059,Trp53,10,344,SSR,10,10,10,0,0,0,0
Q-4J8G,22414,Wnt2b,10,345,Dataset,10,10,0,0,0,0,0
Q-4J92,22423,Wnt8b,10,346,Chaise,10,10,0,0,0,0,0
Q-4M9C,23965,Tenm3,10,347,SSR,10,10,0,0,0,0,0
Q-4NB4,26409,Map3k7,10,348,Dataset,10,10,0,0,0,0,0
Q-4NWJ,26909,Exo1,10,349,Chaise,10,10,0,0,0,0,0
Q-4SSA,30927,Snai3,10,350,SSR,10,10,0,0,0,0,0
Q-5BZ8,67937,Tmem59l,10,351,Dataset,10,10,0,0,0,0,0
Q-5C2P,68026,Pclaf,10,352,Chaise,10,10,0,0,0,0,0
Q-5CEW,68337,Crip2,10,353,SSR,10,10,0,0,0,0,0
Q-5CPM,68585,Rtn4,10,354,Dataset,10,10,0,0,0,0,0
Q-5DGE,69362,Cst12,10,355,Chaise,10,10,0,0,0,0,0
